measurements,min_word_length,max_word_length,mean_time_ms,median_time_ms,pearson_r,slope_ms_per_token,intercept_ms,benchmark_set,grammar,solver
100,2,50,89.79933000000001,59.748000000000005,0.9251738127890798,6.053103978874791,-65.03906977961708,grammars,13,pysat:mc
100,1,50,84.45250999999999,34.358000000000004,0.669115456334484,6.039456684988115,-67.62100932800064,grammars,15,pysat:m22
100,4,50,83.57620000000001,42.684,0.9276270740401624,5.915093447101749,-70.57113523147153,grammars,2,pysat:mgh
100,1,50,83.75614999999999,36.437,0.8443568233522125,5.911129724001984,-65.08609645036987,grammars,15,pysat:g3
100,3,50,82.00094000000001,49.3465,0.9291276829074007,5.86624297207227,-66.06303261510412,grammars,1,pysat:mc
100,1,49,79.73159000000001,40.2795,0.9175076435211766,5.758028458327691,-61.97349035944451,grammars,10,pysat:m22
100,4,50,77.2715,45.669,0.9144236803987377,5.743729226741322,-69.42334445097337,grammars,4,pysat:gc4
100,1,50,79.38533,49.599999999999994,0.878265604088227,5.716932640814148,-63.99534063161881,grammars,14,pysat:m22
100,1,50,78.39771999999999,48.046,0.9149757897479093,5.693666766397465,-64.39944250124842,grammars,14,pysat:g4
100,3,50,77.14803,44.057500000000005,0.858874531355082,5.662951974259154,-65.7848778303011,grammars,1,pysat:g4
100,1,50,77.9659,44.7365,0.9137600115624934,5.620202148588846,-62.98876988660821,grammars,14,pysat:mgh
100,1,50,76.61361000000001,41.247,0.9106052521873902,5.601227986758047,-63.86518790789178,grammars,14,pysat:g3
100,2,50,80.45494000000001,38.684,0.9275589494292512,5.592987653352068,-62.61368417274584,grammars,13,pysat:g4
100,4,50,74.69196,43.224999999999994,0.9154797446747909,5.533395241519973,-66.63095446842011,grammars,4,pysat:gc3
100,2,50,78.51073000000001,44.343,0.9201791295420826,5.503414454000603,-62.26661173333537,grammars,13,pysat:g3
100,2,50,79.10268,46.105000000000004,0.915396476624376,5.483885210629987,-61.17510368791501,grammars,13,pysat:mgh
100,3,50,73.41825999999999,37.782,0.8598148588379566,5.450887755955392,-64.16214696031412,grammars,1,pysat:m22
100,4,50,73.34175,48.9935,0.9243779730898755,5.293847740663518,-61.863121296546254,grammars,4,pysat:mc
100,4,50,69.07324000000001,40.4705,0.8378884671003378,5.243158864807348,-64.83703740717968,grammars,4,pysat:g4
100,2,50,75.94932,40.7825,0.9195706775816682,5.207666523739063,-57.26278967724524,grammars,13,pysat:m22
100,3,50,71.46391,38.477000000000004,0.9174470297471545,5.202492398171881,-59.846998129858285,grammars,1,pysat:g3
100,3,50,73.21021,41.402,0.9205687705809372,5.180301781704598,-57.54060697022409,grammars,1,pysat:mgh
100,4,50,64.52817,35.9485,0.9092987145680875,4.825436781231069,-58.71348539264151,grammars,4,pysat:g3
100,4,50,65.46974999999999,40.488,0.8960244112506659,4.797710517479598,-57.06377661642894,grammars,4,pysat:mgh
100,4,50,61.37644,36.7575,0.922159115250302,4.456925832234878,-52.45344575527879,grammars,4,pysat:m22
100,1,50,48.83974,30.110500000000002,0.9027718638496934,3.1953522666425056,-30.373042690067727,grammars,12,pysat:gc3
100,1,50,47.437,29.221,0.9231548337744893,3.1885900159103837,-31.608146494418417,grammars,12,pysat:gc4
100,1,50,46.51042,30.11,0.9202538112821974,3.090934619778251,-30.113849224302868,grammars,12,pysat:mc
52,1,49,46.18753846153845,29.101,0.914805223697447,2.9728403342245984,-25.3893095855615,grammars,9,pysat:mc
52,1,49,44.664807692307704,30.282,0.9328849898848836,2.9396085561497327,-26.111921390374334,grammars,9,pysat:gc4
52,1,49,44.325596153846156,32.8935,0.9342362778141238,2.870218957219251,-24.78044489304813,grammars,9,pysat:gc3
100,3,50,39.40424,25.1905,0.8961951212190377,2.7182923481256998,-28.145324850923608,g2,1,pysat:mc
100,2,50,38.298939999999995,24.935499999999998,0.921949201763729,2.704031565336715,-28.193196191629788,g1,1,pysat:gc3
100,1,50,40.23575,22.755,0.9300906223738066,2.6777866182116608,-26.146580265467083,grammars,12,pysat:mgh
100,3,50,37.68103000000001,22.1545,0.9244654144476577,2.6418981401607082,-27.97013878299358,g2,1,pysat:gc4
100,3,50,37.26552,22.5385,0.940721738677126,2.6283432365479165,-28.04880942821571,g2,1,pysat:gc3
100,2,50,37.65652000000001,23.981,0.9131849200186416,2.622823585314185,-26.838711962875784,g1,1,pysat:gc4
52,1,49,38.89375,25.786,0.9277072675271684,2.5657642914438505,-22.88195947860963,grammars,9,pysat:g4
100,1,50,38.964349999999996,23.3535,0.9294992357484989,2.5630015426217563,-24.572458241593363,grammars,12,pysat:g4
100,1,50,38.49776,22.801,0.9015155318427028,2.5396566425014817,-24.46032816761175,grammars,12,pysat:g3
100,2,50,36.74547,23.924500000000002,0.9085527241183651,2.515663889423344,-25.114705040920015,g1,1,pysat:mc
52,1,49,37.73617307692309,23.127499999999998,0.9191290544145796,2.489740909090909,-22.209127272727276,grammars,9,pysat:g3
100,3,50,36.16203,26.052500000000002,0.9153769772756208,2.4881462590622085,-26.11627086432707,grammars,7,pysat:gc4
52,1,49,37.438788461538465,19.878999999999998,0.9123330188029805,2.466789438502674,-21.95391109625669,grammars,9,pysat:m22
52,1,49,37.416192307692306,25.1785,0.9357842952019467,2.4590241443850265,-21.789542860962566,grammars,9,pysat:mgh
100,3,50,34.58759,25.351999999999997,0.9287819761387954,2.4487298400139617,-26.704117895549444,grammars,7,pysat:gc3
100,2,50,33.375040000000006,21.0185,0.8460396058316442,2.4425453627972935,-26.687150471185426,g1,1,pysat:g4
100,1,50,36.77822,23.951,0.9376743982335537,2.426365007892873,-23.371368545664346,grammars,12,pysat:m22
100,3,50,34.087120000000006,24.764,0.9251751177202143,2.371585872476182,-25.273674388078824,grammars,7,pysat:mc
100,2,50,32.42388,16.7915,0.8064939013822573,2.370750717705536,-25.872880148379114,g1,1,pysat:g3
100,3,50,31.97963,19.025,0.8561132212961939,2.333924044616023,-26.018382508708157,g2,1,pysat:m22
100,3,50,33.0279,17.589,0.897199921929151,2.3202522289149052,-24.630367888535375,g2,1,pysat:mgh
100,3,50,32.304770000000005,19.335,0.9343115533614302,2.2804037347685573,-24.363262808998638,g2,1,pysat:g4
100,3,50,30.42984,21.9345,0.9108792141247408,2.2149954425325356,-25.011495926589344,grammars,7,pysat:g4
100,3,50,30.64244,15.9695,0.91581120383996,2.2113110722684,-24.308640145869724,g2,1,pysat:g3
100,3,50,30.784530000000004,20.496000000000002,0.8935554377550539,2.1624018547079147,-23.340388423339085,grammars,7,pysat:mgh
100,2,50,30.65044,20.522,0.9146487547182274,2.1390732366780916,-21.94937088991426,g1,1,pysat:m22
100,2,50,30.538849999999996,18.028,0.9143068959458882,2.1368793706426836,-22.00701372410359,g1,1,pysat:mgh
100,3,50,27.943229999999993,18.433,0.9114809850336115,2.0485667489629584,-23.332395726542842,grammars,7,pysat:g3
100,3,50,28.712230000000005,20.4255,0.9033076596262143,2.0042000845891432,-21.452898117266237,grammars,7,pysat:m22
8,3,5,1.216125,1.0085,0.8471645212692133,0.6346818181818179,-1.4812727272727262,grammars,11,pysat:mgh
8,3,5,1.208625,1.0625,0.859015082531622,0.6254090909090906,-1.4493636363636353,grammars,11,pysat:m22
8,3,5,1.5593750000000002,1.596,0.6873617369249677,0.548409090909091,-0.7713636363636376,grammars,11,pysat:gc4
8,3,5,1.199125,1.1785,0.6971678882339691,0.3612272727272726,-0.33609090909090894,grammars,11,pysat:mc
20,2,3,0.43505000000000005,0.4135,0.6061493061324021,0.11708080808080815,0.1482020202020201,grammars,5,pysat:m22
20,2,3,0.51215,0.4595,0.2703648489534732,0.09790909090909089,0.27227272727272744,grammars,5,pysat:mgh
8,3,5,1.24425,1.214,0.15695965814633256,0.09572727272727277,0.8374090909090903,grammars,11,pysat:g3
20,2,3,0.44885,0.4065,0.18036235338272777,0.05421212121212118,0.3160303030303032,grammars,5,pysat:gc4
20,2,3,0.5059500000000001,0.382,0.051360287415517625,0.024333333333333193,0.44633333333333386,grammars,5,pysat:gc3
20,2,3,0.4443999999999999,0.3925,-0.031036981142714717,-0.009010101010101038,0.4664747474747478,grammars,5,pysat:g4
20,2,3,0.48184999999999995,0.414,-0.22276628072524932,-0.07104040404040411,0.6558989898989903,grammars,5,pysat:g3
20,2,3,0.65235,0.541,-0.16298464141217964,-0.13275757575757619,0.9776060606060621,grammars,5,pysat:mc
8,3,5,3.97525,1.487,-0.5189355755458763,-4.456090909090905,22.91363636363635,grammars,11,pysat:g4
8,3,5,6.323625,2.3165,-0.5070559640338895,-7.221863636363632,37.01654545454544,grammars,11,pysat:gc3
